ID,startMs,endMs,text
w93XoP5g95o,247860,252060,decided to abide by the price cap and
w93XoP5g95o,252060,253680,since they controlled the Turkish
w93XoP5g95o,253680,255060,streets the Bosphorus and the Dardanelle
w93XoP5g95o,255060,256680,so it allows about one and a half
w93XoP5g95o,256680,258180,million barrels a day of Earls to reach
w93XoP5g95o,258180,260340,the wider world that's a really big deal
w93XoP5g95o,260340,263040,now the Turks are doing this not
w93XoP5g95o,263040,264660,necessarily because they've taken a hard
w93XoP5g95o,264660,266580,line in all things Ukraine war but they
w93XoP5g95o,266580,268259,see an excellent opportunity here
w93XoP5g95o,268259,270840,they're one of the few countries that
w93XoP5g95o,270840,272759,has any sort of
w93XoP5g95o,272759,274919,position in the Russian system the
w93XoP5g95o,274919,276479,Russians will still talk to the Turks
w93XoP5g95o,276479,279300,and so they're making the most of it
w93XoP5g95o,279300,282419,they import about 300 350
w93XoP5g95o,282419,284100,000 barrels a day and if they can get a
w93XoP5g95o,284100,287280,permanent discount on all of that
w93XoP5g95o,287280,289979,they're like sweet and they're perfectly
w93XoP5g95o,289979,293160,willing to cooperate uh the other chunks
w93XoP5g95o,293160,295620,of Euros crew that are seaborne go out
w93XoP5g95o,295620,297419,from the Baltic Sea and that's where I
w93XoP5g95o,297419,299160,would expect a security issue to be a
w93XoP5g95o,299160,300720,bigger concern because you're then
w93XoP5g95o,300720,302280,Sailing by a number of countries that
w93XoP5g95o,302280,304320,are pathologically hostile to All Things
w93XoP5g95o,304320,306960,Russian Estonia Lafayette Lithuania
w93XoP5g95o,306960,311460,Sweden Finland Norway Denmark Poland I
w93XoP5g95o,311460,313320,can easily see some of them kind of
w93XoP5g95o,313320,314940,sticking their Coast Guard out there and
w93XoP5g95o,314940,316860,grabbing a ship or two to inspect to
w93XoP5g95o,316860,318000,make sure that they're following the
w93XoP5g95o,318000,318780,rules
w93XoP5g95o,318780,320460,and if they find out that they're not
w93XoP5g95o,320460,321900,then all of a sudden the insurance comes
w93XoP5g95o,321900,323699,into question and ships won't want to go
w93XoP5g95o,323699,327479,in to uh the port of primorsk on the
w93XoP5g95o,327479,328800,Russian Coast where the discouragement
w93XoP5g95o,328800,330840,part point is and that's how we would
w93XoP5g95o,330840,332460,get roughly another million and a half
w93XoP5g95o,332460,334380,that it would be back up now that by
w93XoP5g95o,334380,337560,itself is the absolute maximum that
w93XoP5g95o,337560,338940,could be disrupted without actually
w93XoP5g95o,338940,341639,hurting the broad scale of what goes on
w93XoP5g95o,341639,344280,in Siberia it would need more than this
w93XoP5g95o,344280,345539,but I think that's where we're most
w93XoP5g95o,345539,347400,likely to see the disruption in terms of
w93XoP5g95o,347400,350280,security concerns okay that's all urls
w93XoP5g95o,350280,352500,there's one other crude blend that the
w93XoP5g95o,352500,354780,Russians have it's called espo the
w93XoP5g95o,354780,356940,Eastern Siberian Pacific pipeline
w93XoP5g95o,356940,360000,and it takes crude from Eastern Siberia
w93XoP5g95o,360000,361979,and sends it through a very very long
w93XoP5g95o,361979,365580,pipe route to get to nakodka which is
w93XoP5g95o,365580,368639,their port near Vladivostok on the east
w93XoP5g95o,368639,370740,coast of the Eurasian land mass going to
w93XoP5g95o,370740,373380,the Pacific Ocean now most of this crude
w93XoP5g95o,373380,377759,goes to Japan Korea China and India much
w93XoP5g95o,377759,380520,closer physically to the Eastern markets
w93XoP5g95o,380520,383180,than the Euros discouragement points are
w93XoP5g95o,383180,385860,also because the Europeans are not
w93XoP5g95o,385860,387300,involved on that side of the continent
w93XoP5g95o,387300,390000,we don't see the same split in pricing
w93XoP5g95o,390000,392100,so Euros is already selling at somewhere
w93XoP5g95o,392100,394380,between 20 and 35 dollars a discount and
w93XoP5g95o,394380,396180,so it's very close to the 60 price cap
w93XoP5g95o,396180,399780,that the new regulations require once
w93XoP5g95o,399780,402300,you get to the East Coast it's more a no
w93XoP5g95o,402300,404280,one wants to feed a little dirty and so
w93XoP5g95o,404280,406259,the price discount is only between five
w93XoP5g95o,406259,409080,and fifteen dollars this is where we're
w93XoP5g95o,409080,410580,going to find out
w93XoP5g95o,410580,412979,whether or not the insurance policy
w93XoP5g95o,412979,415080,shift and the price cap shift actually
w93XoP5g95o,415080,418380,has a real long-term impact
w93XoP5g95o,418380,421199,because these are areas that if there
w93XoP5g95o,421199,423419,ever was a national interest in building
w93XoP5g95o,423419,426780,a domestic Insurance system to get
w93XoP5g95o,426780,428400,around what the Europeans are doing this
w93XoP5g95o,428400,429720,is where would you try it because the
w93XoP5g95o,429720,430860,Europeans are on the other side of the
w93XoP5g95o,430860,431819,continent there's been a lot of
w93XoP5g95o,431819,432900,resentment that the Europeans have
w93XoP5g95o,432900,435120,controlled this financial space for so
w93XoP5g95o,435120,437580,long anyway and I can see the Chinese in
w93XoP5g95o,437580,440460,particular having a reason to try to
w93XoP5g95o,440460,443099,offer their own insurance policies in
w93XoP5g95o,443099,444900,order to just get away from that system
w93XoP5g95o,444900,446940,of the price Gap altogether here's the
w93XoP5g95o,446940,447720,problem
w93XoP5g95o,447720,450660,the Chinese are terrified of secondary
w93XoP5g95o,450660,453419,effects they realize they have no
w93XoP5g95o,453419,455160,friends left in Washington they realize
w93XoP5g95o,455160,456720,they have very few friends left in
w93XoP5g95o,456720,458880,Brussels they realize that their
w93XoP5g95o,458880,461340,economic system is in trouble and they
w93XoP5g95o,461340,463740,realize that their own demography is so
w93XoP5g95o,463740,465960,atrocious that they are incapable of
w93XoP5g95o,465960,467940,making any sort of transition to a
w93XoP5g95o,467940,470520,consumption-led system so they like the
w93XoP5g95o,470520,472440,idea of the Russians not being destroyed
w93XoP5g95o,472440,474360,in this war and they really like the
w93XoP5g95o,474360,476340,idea of not having to lash themselves to
w93XoP5g95o,476340,478500,the Russians and offering a National
w93XoP5g95o,478500,481380,Insurance indemnification system for the
w93XoP5g95o,481380,483720,sole purpose of getting around a
w93XoP5g95o,483720,486120,European sanctions regime that is likely
w93XoP5g95o,486120,487560,to be perceived in Europe as a
w93XoP5g95o,487560,489960,relatively hostile Act and they don't
w93XoP5g95o,489960,491940,know what the Europeans will do next
w93XoP5g95o,491940,494400,much less if the Americans get involved
w93XoP5g95o,494400,497699,so I actually see this being instead of
w93XoP5g95o,497699,499379,a broad scale system that the Chinese
w93XoP5g95o,499379,502139,punch into each individual country
w93XoP5g95o,502139,503940,having to make the decision for their
w93XoP5g95o,503940,505620,own oil imports where they want to do it
w93XoP5g95o,505620,508139,for themselves so Chinese insurance for
w93XoP5g95o,508139,509699,Chinese shipments Indian insurance for
w93XoP5g95o,509699,512940,Indian shipments it kind of diffuses the
w93XoP5g95o,512940,514800,anger that might boil up out of the
w93XoP5g95o,514800,516779,European capitals
w93XoP5g95o,516779,518700,and makes it less likely it will be a
w93XoP5g95o,518700,520860,harsh response now that might not be
w93XoP5g95o,520860,522659,great for the price cap but it also
w93XoP5g95o,522659,524459,means the Chinese are going out of their
w93XoP5g95o,524459,528660,way to abide at least in part by the
w93XoP5g95o,528660,531120,sanctions regime moving forward
w93XoP5g95o,531120,534480,now that's a lot of minutia if you're
w93XoP5g95o,534480,537779,looking for a single big takeaway here
w93XoP5g95o,537779,540839,it is we've had more or less a single
w93XoP5g95o,540839,544380,Global price for oil since 1945. the
w93XoP5g95o,544380,546660,Americans have provided Freedom of the
w93XoP5g95o,546660,549000,Seas and we've had a single currency
w93XoP5g95o,549000,550740,model in order to undergrade all the
w93XoP5g95o,550740,552959,financial sides of things
w93XoP5g95o,552959,555420,that's going away we now have two
w93XoP5g95o,555420,557040,different price points just for Russian
w93XoP5g95o,557040,559680,crude without a security incident on the
w93XoP5g95o,559680,561240,high seats which is almost certainly
w93XoP5g95o,561240,563820,coming in the Baltic Sea and we now have
w93XoP5g95o,563820,565019,multiple countries that are getting
w93XoP5g95o,565019,568620,involved establishing sequestered lines
w93XoP5g95o,568620,570300,of Supply from specific countries to
w93XoP5g95o,570300,571740,specific countries
w93XoP5g95o,571740,575279,you break things up like that and there
w93XoP5g95o,575279,577560,is no longer an interest for any of the
w93XoP5g95o,577560,579720,countries that have a large Navy for
w93XoP5g95o,579720,582000,keeping Global shipments safe for this
w93XoP5g95o,582000,584459,stuff on a global scale they will be
w93XoP5g95o,584459,588300,increasingly curious and interested in
w93XoP5g95o,588300,590760,only the cargos go from places of
w93XoP5g95o,590760,593339,interest to themselves and in that sort
w93XoP5g95o,593339,596120,of environment
w93XoP5g95o,596660,599640,the temptation to mess with someone
w93XoP5g95o,599640,602820,else's supply lines are incredibly High
w93XoP5g95o,602820,606000,we are very rapidly in energy terms
w93XoP5g95o,606000,609660,getting back to the world of the 1930s
w93XoP5g95o,609660,612180,and for those of you who know your 1930s
w93XoP5g95o,612180,614459,strategy and economic patterns I think
w93XoP5g95o,614459,616080,you can identify exactly where that
w93XoP5g95o,616080,617880,leads
w93XoP5g95o,617880,620820,fun okay that's it from me until next
w93XoP5g95o,620820,623000,time
