ID,index,text
j8TLGaSPOzY,44,We decide
j8TLGaSPOzY,45,We want to empower themto
j8TLGaSPOzY,46,"Do so, and I can't imagine that isgoing to happenyou can apply this model to any placewhere"
j8TLGaSPOzY,47,You'Ve got a numerically Superiorfoe who has some logistical concerns
j8TLGaSPOzY,48,Ican see this working great in Korea orTaiwan
j8TLGaSPOzY,49,I can see this working with Egyptany place where there are foes
j8TLGaSPOzY,50,"Nearbythat can't be handled unless you canprovide mid to long range strikecapability with precision and if you cando, that the math changesthe other side of the equation - thatwe're not seeing in Ukraine, but we willsee else Blair Are Special Operationsforces"
j8TLGaSPOzY,51,"Now, Navy Seals Army Rangers CIAthat sort of thing where you take a fewsmall teams, usually numbering fewer than100 people and throw them Behind EnemyLines or you have them directlyinterfacing with allies in order to getmore bang for the bucknow in the global war and Terror, ourSpecial Operation Forces Operated withlocal groups like the Kurds or theHazara uh in Afghanistan in order tokind of bring in American airstrikesbasically, you travel with a team forprotection and for getting the local layof the land, identifying targets and thenyou called on airstrikes that'll stillcontinue, but one of the things we'reseeing with Uh, the better artillery andRocket coordination is this going tohappen to multiple levels, the the reasonthat the Special Operation Forces arenot active in Ukraine is because Ukrainehas nukes and if you put American bootson the ground, those nukes might comeinto play and that's something we'rereally trying to avoidbut"
j8TLGaSPOzY,52,You could do that versus Syriareally easily
j8TLGaSPOzY,53,"Now the Syrian rebels arenot benefiting large-scale from AmericanEquipment, because we don't want to pissoff turkey, but I can see based oncertain circumstancesthose alliances shiftingand if you get the Kurds running aroundwith some hammars well, that would be areal problem for Damascus"
j8TLGaSPOzY,54,"So these arethe two pillars of American strategicpolicy in the future working throughthird parties, fully leveraging Americanindustrial infrastructure and Technicalcapacity and on the other side for amore, pointed application"
j8TLGaSPOzY,55,"Specialoperation Forces doing a lot ofdisruptions, either Behind Enemy Lines, orin terms, ofacting sort of like a guidance counselorfor militant groups that are already inthe regionthis is going to last"
j8TLGaSPOzY,56,"Until such time, asthe United States has gotten over itsgun shy period whenever we have a bigmilitary conflict, especially if itdoesn't go well"
j8TLGaSPOzY,57,We take a breather
j8TLGaSPOzY,58,Andwe have to kind of reintegrate themilitary with Society to the point
j8TLGaSPOzY,59,Thatwe are willing to send the tens ofthousands
j8TLGaSPOzY,60,"Hundreds of thousands oftroops abroad again that is not going tohappen to the United States, I wouldguess before 2040"
j8TLGaSPOzY,61,""
j8TLGaSPOzY,62,So this is the futureof American intervention for at leastthe next 18 yearsand as we're seeing in Ukraine it'sdefinitely a model that works okaythat's it for me until next time
j8TLGaSPOzY,63,""
