ID,startMs,endMs,text
QzT38jCUpgU,181379,183300,or Argentina or Korea where the bulk of
QzT38jCUpgU,183300,184980,Economic and political power exists in
QzT38jCUpgU,184980,187260,one city so it's easy to come to a
QzT38jCUpgU,187260,189180,degree of consensus
QzT38jCUpgU,189180,191400,China's population is spread out on a
QzT38jCUpgU,191400,193500,huge swath of territory comprising
QzT38jCUpgU,193500,195420,everything from near Arctic to fully
QzT38jCUpgU,195420,197459,tropical and Regional disparities abound
QzT38jCUpgU,197459,199379,as you would expect but this also isn't
QzT38jCUpgU,199379,200940,the United States where our definition
QzT38jCUpgU,200940,202500,of inequality means that the average
QzT38jCUpgU,202500,204599,person in Maryland is about twice as
QzT38jCUpgU,204599,206519,wealthy as an average person in West
QzT38jCUpgU,206519,208680,Virginia China's Regional disparities
QzT38jCUpgU,208680,211560,are a ten to one span nor is this a
QzT38jCUpgU,211560,213120,country like Germany or the us or Japan
QzT38jCUpgU,213120,215280,or India or Indonesia where geography
QzT38jCUpgU,215280,217080,was kind enough to enable physical
QzT38jCUpgU,217080,220319,integration via either waterways or
QzT38jCUpgU,220319,222120,easily maintained Road and rail networks
QzT38jCUpgU,222120,224220,and so where you have integration you
QzT38jCUpgU,224220,225720,have commonality
QzT38jCUpgU,225720,227640,never had that in China
QzT38jCUpgU,227640,229980,the North China Plain is its own region
QzT38jCUpgU,229980,231959,the Yangtze Basin is an industrial
QzT38jCUpgU,231959,233819,Powerhouse with few connections to the
QzT38jCUpgU,233819,235560,North and the cities of the southern
QzT38jCUpgU,235560,238140,coast have always looked abroad for
QzT38jCUpgU,238140,239400,their welfare their safety and even
QzT38jCUpgU,239400,240720,their food
QzT38jCUpgU,240720,242879,the only way to make
QzT38jCUpgU,242879,245099,China work
QzT38jCUpgU,245099,247799,is to force it to and these many
QzT38jCUpgU,247799,249540,disconnects show up in Chinese
QzT38jCUpgU,249540,251159,institutions
QzT38jCUpgU,251159,253439,the Chinese Constitution is a joke it
QzT38jCUpgU,253439,255299,isn't even referenced by Chinese courts
QzT38jCUpgU,255299,257579,there's no rule of law there is law by
QzT38jCUpgU,257579,259919,rule and not rule is whatever ji the
QzT38jCUpgU,259919,263220,chairman says and he is a horrible
QzT38jCUpgU,263220,265020,delegator even within the Chinese
QzT38jCUpgU,265020,266820,Communist Party
QzT38jCUpgU,266820,268680,the coveted restrictions in play right
QzT38jCUpgU,268680,270960,now are part of that milieu they all
QzT38jCUpgU,270960,272940,draw their Authority and power not So
QzT38jCUpgU,272940,274800,Much from the Communist party or the
QzT38jCUpgU,274800,277199,Chinese state but from XI personally
QzT38jCUpgU,277199,279780,that's how you get neighborhood HOAs
QzT38jCUpgU,279780,282000,enforcing covid lockdowns so brutal that
QzT38jCUpgU,282000,284759,fire escapes are welded shut to ensure
QzT38jCUpgU,284759,287820,enforcement ensuring that people die in
QzT38jCUpgU,287820,289680,easily preventable tragedies like what
QzT38jCUpgU,289680,292139,happened at a room sheet or city
QzT38jCUpgU,292139,293699,authorities thinking that they're doing
QzT38jCUpgU,293699,296699,the will of XI and by and removing
QzT38jCUpgU,296699,299580,street signs with the word Emoji in them
QzT38jCUpgU,299580,301199,because they assume that's what G wants
QzT38jCUpgU,301199,304139,in order to smother citizen awareness if
QzT38jCUpgU,304139,307560,we see meaningful resistance
QzT38jCUpgU,307560,309960,to any Chinese policy
QzT38jCUpgU,309960,312000,China goes one of two directions
QzT38jCUpgU,312000,314340,option one you get a rolling series of
QzT38jCUpgU,314340,316440,government breakdowns as Jesus Authority
QzT38jCUpgU,316440,319080,is challenged and there's no one to step
QzT38jCUpgU,319080,320759,in to replace it because he has purged
QzT38jCUpgU,320759,323160,the system so completely
QzT38jCUpgU,323160,325259,covet is only one Chinese policy that
QzT38jCUpgU,325259,326340,feels a bit
QzT38jCUpgU,326340,328620,out of place what about the social
QzT38jCUpgU,328620,330419,monitoring system that has created an
QzT38jCUpgU,330419,332400,information State tighter than Cold War
QzT38jCUpgU,332400,333660,East Germany
QzT38jCUpgU,333660,335580,what about lending controls that have
QzT38jCUpgU,335580,337560,contributed to real estate distortions
QzT38jCUpgU,337560,339300,two orders of magnitude larger than
QzT38jCUpgU,339300,342120,America's subprime what about laws
QzT38jCUpgU,342120,343860,against the vpms that allow you to share
QzT38jCUpgU,343860,345780,your kids photos without them being
QzT38jCUpgU,345780,347880,entered into a National Database what
QzT38jCUpgU,347880,349020,about the deliberate cultural
QzT38jCUpgU,349020,351060,destruction policies for the uyghurs and
QzT38jCUpgU,351060,352199,Tibetans
QzT38jCUpgU,352199,355440,a kraken she's personal Authority isn't
QzT38jCUpgU,355440,357539,simply a crack in the facade but a
QzT38jCUpgU,357539,359520,fissure to the core which would unleash
QzT38jCUpgU,359520,361620,a torrent of dissent that would wash
QzT38jCUpgU,361620,362699,away
QzT38jCUpgU,362699,364860,everything
QzT38jCUpgU,364860,367440,we're already seeing the protests spread
QzT38jCUpgU,367440,369479,to non-related issues
QzT38jCUpgU,369479,371639,University students are getting in on it
QzT38jCUpgU,371639,373680,opinions are being aired on dictatorship
QzT38jCUpgU,373680,376500,versus democracy economic growth housing
QzT38jCUpgU,376500,379020,how good or how bad a job she personally
QzT38jCUpgU,379020,380280,is doing
QzT38jCUpgU,380280,382800,in a country where any sort of common
QzT38jCUpgU,382800,385020,coordinated public outcry is used viewed
QzT38jCUpgU,385020,388319,as treason we are already hip deep or
QzT38jCUpgU,388319,390120,there's always option b
QzT38jCUpgU,390120,391979,she puts a stop to it
QzT38jCUpgU,391979,393600,she is a child of the cultural
QzT38jCUpgU,393600,395940,revolution a 10-year long internal
QzT38jCUpgU,395940,398220,repression so intense it killed at least
QzT38jCUpgU,398220,400440,40 million people and gutted what then
QzT38jCUpgU,400440,402840,pass for the Chinese economy
QzT38jCUpgU,402840,405300,neither of these are great options
QzT38jCUpgU,405300,408120,but both of them are emblematic of the
QzT38jCUpgU,408120,410520,long run of Chinese history either China
QzT38jCUpgU,410520,413280,becomes too tightly wound and controlled
QzT38jCUpgU,413280,414900,and it descends into an orgy of
QzT38jCUpgU,414900,416520,self-destruction
QzT38jCUpgU,416520,419160,or Central Authority breaks and China
QzT38jCUpgU,419160,421860,spins apart in an orgy of
QzT38jCUpgU,421860,424080,self-destruction and just in case you
QzT38jCUpgU,424080,425520,haven't been paying attention neither of
QzT38jCUpgU,425520,426960,these outcomes are particularly good for
QzT38jCUpgU,426960,429120,business we're now at a point where it's
QzT38jCUpgU,429120,430800,not so much that if you wanted to divest
QzT38jCUpgU,430800,432900,away from China it's too late to do so
QzT38jCUpgU,432900,434520,in a way that enables you to salvage
QzT38jCUpgU,434520,437220,your facility we probably passed that
QzT38jCUpgU,437220,439080,point over the summer
QzT38jCUpgU,439080,441900,now the issue is that if you lack an
QzT38jCUpgU,441900,444479,evacuation plan for your key employees
QzT38jCUpgU,444479,448199,you might not be able to get them out at
QzT38jCUpgU,448199,452099,all and just so no one overlooks the
QzT38jCUpgU,452099,454139,other issue
QzT38jCUpgU,454139,456599,China's domestically generated coveted
QzT38jCUpgU,456599,460380,vaccines don't work against Omicron and
QzT38jCUpgU,460380,462479,previous lockdowns within China have
QzT38jCUpgU,462479,464940,kept covid out of the general population
QzT38jCUpgU,464940,467400,so very few Chinese have any natural
QzT38jCUpgU,467400,469199,resistance
QzT38jCUpgU,469199,471780,and now now China has already
QzT38jCUpgU,471780,475199,experienced several days of mass super
QzT38jCUpgU,475199,478080,spreader events China has higher rates
QzT38jCUpgU,478080,480479,of diabetes than the United States
QzT38jCUpgU,480479,483240,and China's Health Care system is
QzT38jCUpgU,483240,485819,absolutely atrocious
QzT38jCUpgU,485819,489539,it is difficult to put into words which
QzT38jCUpgU,489539,490560,part
QzT38jCUpgU,490560,492720,of what is about to happen is worse for
QzT38jCUpgU,492720,495000,the People's Republic
QzT38jCUpgU,495000,496620,so everyone have a great holiday season
QzT38jCUpgU,496620,500300,and I'll see you soon bye
