ID,index,text
QzT38jCUpgU,31,"Personallythat'S, how you get neighborhood, HOAsenforcing, covid lockdowns, so brutal thatfire escapes are welded shut to ensureenforcement, ensuring that people die ineasily, preventable tragedies like whathappened at a room sheet or cityauthorities thinking that they're doingthe will of XI and by and removingstreet signs with the word Emoji in Thembecause, they assume that's what G wantsin order to smother citizen awareness"
QzT38jCUpgU,32,Ifwe see meaningful resistanceto
QzT38jCUpgU,33,Any Chinese policyChina goes one of two directionsoption one
QzT38jCUpgU,34,"You get a rolling series, ofgovernment breakdowns as Jesus Authorityis challenged and there's no one to stepin to replace it because he has purgedthe system"
QzT38jCUpgU,35,So completelycovet is only one Chinese policy thatfeels a bitout of place
QzT38jCUpgU,36,"What about the socialmonitoring system that has created aninformation State, tighter than Cold WarEast Germanywhat about lending controls that havecontributed to real estate? Distortionstwo orders of magnitude, larger thanAmerica's subprime? What about lawsagainst? The vpms that allow you to shareyour kids photos without them beingentered into a National Database? Whatabout the deliberate culturaldestruction policies for the uyghurs, andTibetansa kraken she's personal Authority, isn'tsimply a crack in the facade but afissure to the core, which would unleasha torrent of dissent that would washawayeverythingwe're already seeing the protests spreadto non-related issuesUniversity students are getting in on itopinions are being aired On dictatorshipversus democracy, economic growth, housinghow good or how bad a job she personallyis doingin a country where any sort of commoncoordinated public outcry is used, viewedas treason, we are already hip deep, orthere's, always option"
QzT38jCUpgU,37,Bshe puts a stop to itshe is a child of the culturalrevolution
QzT38jCUpgU,38,"A 10-year long internalrepression, so intense it killed at least40 million people and gutted"
QzT38jCUpgU,39,What thenpass for the Chinese economyneither of these are great optionsbut
QzT38jCUpgU,40,"Both of them are emblematic of thelong run of Chinese history, either Chinabecomes too tightly wound and controlledand"
QzT38jCUpgU,41,"It descends into an orgy ofself-destructionor Central Authority breaks and Chinaspins apart in an orgy, ofself-destruction and just in case youhaven't been paying attention"
QzT38jCUpgU,42,"Neither ofthese outcomes are particularly good forbusiness we're now at a point where it'snot so much that if you wanted to divestaway from China, it's too late to do soin a way that enables you to salvageyour facility, we probably passed thatpoint over the summernow"
QzT38jCUpgU,43,"The issue is that, if you lack anevacuation plan for your key, employeesyou might not be able to get them out atall, and just so no one overlooks theother issueChina's domestically generated covetedvaccines, don't work against Omicron andprevious lockdowns within China, havekept covid out of the general populationso"
QzT38jCUpgU,44,Very few Chinese have any naturalresistanceand
QzT38jCUpgU,45,Now now China has alreadyexperienced several days of mass superspreader events
QzT38jCUpgU,46,China has higher ratesof diabetes than the United Statesand
QzT38jCUpgU,47,"China'S Health Care system, isabsolutely atrociousit, is difficult to put into words whichpartof"
QzT38jCUpgU,48,"What is about to happen is worse, forthe, People's Republicso"
QzT38jCUpgU,49,"Everyone have a great holiday seasonand I'll see you soon, bye,"
