ID,startMs,endMs,text
XY6o599W9jE,183720,185940,African Americans were Republicans and
XY6o599W9jE,185940,187620,all of big business were Democrats and
XY6o599W9jE,187620,189000,obviously that's not the world we're in
XY6o599W9jE,189000,190080,today
XY6o599W9jE,190080,193140,well in the last 30 years we've had the
XY6o599W9jE,193140,194879,rise of alter globalization and now it's
XY6o599W9jE,194879,196739,collapsed the rise of China and now it's
XY6o599W9jE,196739,198200,collapsed the rise of Information
XY6o599W9jE,198200,201599,Technology uh the the Green Revolution
XY6o599W9jE,201599,203159,all of these things have happened in a
XY6o599W9jE,203159,204239,relatively short period of time
XY6o599W9jE,204239,206040,coinciding with the collapse of the
XY6o599W9jE,206040,207360,Soviet Union and now the return of the
XY6o599W9jE,207360,209159,Russians of course we're going to manage
XY6o599W9jE,209159,211140,our political system differently and so
XY6o599W9jE,211140,212819,the factions are once again in motion
XY6o599W9jE,212819,215459,and the faction that is currently in the
XY6o599W9jE,215459,216900,middle of a tug of war between the
XY6o599W9jE,216900,218819,Democrats and the Republicans is
XY6o599W9jE,218819,222900,organized labor so any issue that the
XY6o599W9jE,222900,226140,unions don't like is not something that
XY6o599W9jE,226140,228299,anyone is going to raise at the national
XY6o599W9jE,228299,230819,level because they feel they need that
XY6o599W9jE,230819,233220,faction that's a lot of votes
XY6o599W9jE,233220,235620,and so whether it's Union issues with
XY6o599W9jE,235620,237120,the Jones Act
XY6o599W9jE,237120,238620,whether it's Union issues with Rail
XY6o599W9jE,238620,241200,Yards and whether it's issues of
XY6o599W9jE,241200,242819,immigration the unions are against
XY6o599W9jE,242819,246540,changes in those systems and so they are
XY6o599W9jE,246540,248700,going to resist and as long as that is
XY6o599W9jE,248700,250560,going on we are not going to see a
XY6o599W9jE,250560,251700,resolution
XY6o599W9jE,251700,254519,so with the Rail Yards I do expect the
XY6o599W9jE,254519,256260,federal government to get involved but
XY6o599W9jE,256260,258299,on the side of the unions and that has
XY6o599W9jE,258299,259919,nothing to do with the fact that Biden
XY6o599W9jE,259919,261720,has generally been pro-union it's just
XY6o599W9jE,261720,263340,because that's where the politics are
XY6o599W9jE,263340,264780,falling to both sides if anything we're
XY6o599W9jE,264780,266280,actually seeing the Republican party
XY6o599W9jE,266280,269460,right now arguing for the unions which
XY6o599W9jE,269460,270840,is a weird place to be in but again
XY6o599W9jE,270840,273360,everything is in motion all right that
XY6o599W9jE,273360,275280,hopefully explains it that's it whoa
XY6o599W9jE,275280,279320,seagull that's it for me until next time
